,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YDR345C,0,2.84E-07,,,0,6.13E-07,,,0.000412038,0.00057922
YDR358W,5.56E-05,4.67E-05,5.16E-05,6.19E-05,2.78E-05,2.06E-05,,,,
YDR376W,,,7.41E-06,8.45E-06,8.92E-06,1.04E-05,6.33E-06,9.57E-06,,
YDR378C,,,3.90E-05,3.99E-05,3.65E-05,3.66E-05,3.21E-05,3.13E-05,,
YDR428C,1.24E-05,1.03E-05,1.28E-05,1.20E-05,1.19E-05,1.21E-05,,,,
YDR435C,1.58E-05,1.14E-05,1.20E-05,6.89E-06,1.61E-05,1.90E-05,,,,
YDR441C,2.44E-05,2.45E-05,2.36E-05,2.47E-05,,,1.17E-05,1.29E-05,,
YDR458C,4.07E-05,4.50E-05,2.81E-05,3.56E-05,1.69E-05,1.21E-05,,,,
YDR470C,2.85E-05,3.03E-05,3.05E-05,3.19E-05,1.93E-05,1.72E-05,,,,
YDR508C,,,,,2.10E-05,1.61E-05,1.71E-05,1.65E-05,3.31E-05,3.46E-05
YDR513W,0.000216033,0.000241159,0.000236348,0.000258375,6.47E-05,6.03E-05,,,,
YDR519W,7.08E-05,6.15E-05,4.98E-05,6.51E-05,3.69E-05,3.58E-05,,,,
YDR527W,,,1.43E-05,1.52E-05,1.52E-05,9.49E-06,,,1.97E-05,1.99E-05
YEL003W,,,1.44E-05,1.38E-05,1.91E-05,1.53E-05,,,2.15E-05,1.98E-05
YEL011W,0.000436043,0.000304673,0.000176686,0.000159329,6.82E-05,3.58E-05,,,,
YEL032W,,,,,2.85E-05,2.66E-05,3.66E-05,3.51E-05,4.21E-05,3.90E-05
YEL052W,1.95E-05,1.91E-05,2.31E-05,2.17E-05,2.65E-05,2.29E-05,,,,
YER001W,,,,,4.11E-05,4.09E-05,5.95E-05,4.97E-05,4.60E-05,4.78E-05
YER008C,,,9.60E-06,1.12E-05,1.15E-05,1.38E-05,,,8.83E-06,1.06E-05
YER010C,5.68E-05,4.78E-05,4.54E-05,4.54E-05,,,,,2.00E-05,1.97E-05
YER015W,0.000634755,0.000476145,0.000486517,0.000434813,9.66E-05,8.49E-05,,,,
YER022W,1.91E-06,5.00E-06,,,5.57E-06,6.33E-06,,,4.58E-06,4.82E-06
YER024W,0.000385534,0.000342804,0.000363548,0.000453417,0.000225683,0.00019568,,,,
YER030W,8.38E-05,7.95E-05,8.43E-05,8.54E-05,1.66E-05,1.63E-05,,,,
YER034W,1.71E-05,2.04E-05,2.11E-05,2.26E-05,1.15E-05,1.18E-05,,,,
YER061C,2.79E-05,3.46E-05,5.02E-05,2.86E-05,1.47E-05,1.86E-05,,,,
YER065C,0.001142962,0.000726412,0.000732539,0.00057759,0.00080088,0.000490287,,,,
YER112W,2.21E-05,1.64E-05,2.45E-05,2.22E-05,,,1.92E-05,2.05E-05,,
YER126C,,,2.03E-05,2.06E-05,,,3.60E-05,2.24E-05,4.55E-05,3.54E-05
YER146W,2.26E-05,2.22E-05,2.39E-05,2.13E-05,,,,,2.07E-05,1.95E-05
YER154W,,,1.87E-05,1.69E-05,2.00E-05,2.01E-05,1.85E-05,1.71E-05,,
YFL001W,,,1.64E-05,1.64E-05,2.69E-05,1.67E-05,,,1.47E-05,1.70E-05
YFL007W,,,,,1.19E-05,9.84E-06,1.82E-05,1.15E-05,1.01E-05,1.93E-05
YFL008W,,,3.29E-05,3.97E-05,,,3.10E-05,9.65E-05,2.82E-05,2.36E-05
YFL023W,,,1.19E-05,1.14E-05,8.74E-06,8.81E-06,,,1.81E-05,1.80E-05
YFL026W,,,,,1.09E-05,1.05E-05,2.99E-05,3.50E-05,3.32E-05,3.68E-05
YFL044C,5.85E-05,6.06E-05,5.97E-05,6.19E-05,2.45E-05,1.90E-05,,,,
YFR028C,,,,,1.73E-05,1.59E-05,1.40E-05,1.62E-05,1.46E-05,1.45E-05
YFR049W,7.34E-05,6.52E-05,6.61E-05,7.17E-05,4.43E-05,5.39E-05,,,,
YGL016W,,,,,1.45E-05,1.63E-05,3.13E-06,1.09E-05,9.10E-06,1.11E-05
YGL018C,2.68E-05,2.47E-05,2.79E-05,2.41E-05,1.37E-05,1.53E-05,,,,
YGL023C,2.22E-05,2.41E-05,2.97E-05,2.59E-05,2.77E-05,2.71E-05,,,,
YGL065C,,,1.92E-05,2.60E-05,3.73E-05,3.11E-05,,,2.64E-05,2.65E-05
YGL067W,,,1.11E-05,1.50E-05,1.75E-05,1.69E-05,,,1.10E-05,1.01E-05
YGL068W,,,6.19E-05,5.85E-05,0.000138117,0.000134346,0.00013069,0.000105315,,
YGL077C,,,,,2.44E-05,3.35E-05,5.63E-05,4.99E-05,7.51E-05,6.77E-05
YGL153W,1.97E-05,1.54E-05,2.10E-05,1.67E-05,1.04E-05,1.16E-05,,,,
YGL156W,0.000668918,0.00052777,0.000442967,0.000482585,1.43E-05,8.90E-06,,,,
YGL159W,9.56E-06,1.01E-05,9.99E-06,9.05E-06,,,,,7.47E-06,8.51E-06
YGL196W,7.75E-05,7.47E-05,5.62E-05,6.46E-05,4.76E-05,4.49E-05,,,,
YGL203C,,,,,1.82E-05,1.42E-05,1.48E-05,1.08E-05,1.72E-05,1.82E-05
YGL205W,0.001066721,0.000891993,0.000952643,0.000972325,1.62E-05,1.87E-05,,,,
YGL246C,1.65E-05,1.66E-05,,,,,1.65E-05,1.80E-05,1.55E-05,1.87E-05
YGR001C,,,,,3.72E-05,4.59E-05,4.87E-05,4.65E-05,3.68E-05,4.74E-05
YGR019W,0.000259155,0.000282195,0.000358126,0.000302437,0.000101109,8.16E-05,,,,
YGR028W,7.13E-06,1.01E-05,9.48E-06,7.78E-06,1.80E-05,1.97E-05,,,,
YGR029W,3.74E-05,3.44E-05,3.39E-05,3.96E-05,,,,,1.72E-05,1.73E-05
YGR031W,1.29E-05,9.82E-06,1.19E-05,1.03E-05,9.22E-06,8.12E-06,,,,
YGR033C,2.58E-05,2.53E-05,2.23E-05,2.61E-05,1.75E-05,1.55E-05,,,,
YGR037C,0.000682092,0.000694282,0.00067327,0.000659525,0.000113055,0.000112556,,,,
YGR043C,0.000999545,0.000731046,0.000561071,0.000649391,5.56E-05,5.18E-05,,,,
YGR088W,0.000146316,9.94E-05,5.01E-05,7.39E-05,8.26E-06,3.08E-06,,,,
YGR095C,8.79E-06,9.33E-06,9.44E-06,9.71E-06,,,,,8.65E-06,8.44E-06
YGR112W,1.34E-05,1.12E-05,1.30E-05,1.60E-05,1.15E-05,1.45E-05,,,,
YGR123C,1.71E-05,1.94E-05,2.44E-05,1.85E-05,2.07E-05,2.04E-05,,,,
YGR158C,9.00E-06,9.55E-06,1.08E-05,8.80E-06,,,9.08E-06,1.12E-05,,
YGR191W,,,,,2.29E-05,2.13E-05,2.76E-05,2.81E-05,4.13E-05,4.28E-05
YGR194C,3.76E-05,5.52E-05,3.29E-05,5.67E-05,3.44E-05,4.27E-05,,,,
YGR199W,,,,,1.89E-05,1.82E-05,1.22E-05,1.20E-05,1.12E-05,1.03E-05
YGR205W,8.59E-05,6.87E-05,7.65E-05,7.38E-05,1.02E-05,1.46E-05,,,,
YGR233C,1.14E-05,1.17E-05,1.13E-05,5.87E-06,5.46E-06,1.03E-05,,,,
YGR250C,3.80E-05,3.23E-05,4.16E-05,3.59E-05,4.68E-05,3.97E-05,,,,
YGR284C,4.09E-05,2.90E-05,3.20E-05,3.20E-05,5.89E-05,5.43E-05,,,,
YHL002W,2.45E-05,1.65E-05,1.95E-05,1.94E-05,1.42E-05,1.56E-05,,,,
YHL024W,5.39E-05,3.77E-05,2.97E-05,3.26E-05,3.05E-05,3.22E-05,,,,
YHR003C,,,9.05E-06,9.25E-06,1.00E-05,1.25E-05,,,1.21E-05,1.27E-05
YHR043C,6.42E-05,7.20E-05,7.00E-05,6.42E-05,3.59E-05,5.00E-05,,,,
YHR045W,,,1.03E-05,1.33E-05,1.28E-05,1.37E-05,,,8.57E-06,9.73E-06
YHR049W,,,,,4.72E-05,4.31E-05,0.000158522,0.000127378,8.33E-05,7.67E-05
YHR072W,3.06E-05,3.56E-05,3.39E-05,3.54E-05,,,,,2.65E-05,3.10E-05
YHR076W,,,,,2.58E-05,2.38E-05,2.16E-05,9.19E-06,1.35E-05,1.64E-05
YHR089C,6.47E-05,8.05E-05,7.22E-05,6.85E-05,6.55E-05,6.73E-05,,,,
YHR091C,,,1.28E-05,1.26E-05,2.45E-05,1.18E-05,1.13E-05,7.96E-06,,
YHR092C,0,0,,,0,0,,,0.00010231,0.000104598
YHR094C,0,0,,,0,6.27E-06,,,3.10E-05,5.97E-05
YHR097C,3.47E-05,2.94E-05,3.93E-05,2.94E-05,2.76E-05,2.88E-05,,,,
YHR106W,2.78E-05,2.22E-05,1.51E-05,2.10E-05,1.01E-05,1.24E-05,,,,
YHR138C,4.33E-05,4.03E-05,3.57E-05,3.45E-05,2.12E-05,1.92E-05,,,,
YHR147C,,,2.32E-05,2.18E-05,3.56E-05,3.80E-05,,,1.80E-05,1.86E-05
YHR148W,,,1.33E-05,1.33E-05,,,1.45E-05,1.61E-05,1.61E-05,1.52E-05
YHR199C,2.19E-05,1.83E-05,2.04E-05,1.86E-05,1.60E-05,1.77E-05,,,,
YHR205W,,,1.58E-05,1.49E-05,1.83E-05,1.26E-05,,,1.64E-05,1.44E-05
YIL015W,,,,,2.17E-05,2.00E-05,5.20E-05,6.97E-05,2.30E-05,2.89E-05
YIL048W,1.38E-05,1.22E-05,1.26E-05,1.17E-05,1.52E-05,1.54E-05,,,,
YIL105C,3.87E-05,3.34E-05,3.47E-05,3.39E-05,2.75E-05,2.45E-05,,,,
YIL143C,8.67E-05,9.99E-05,8.58E-05,7.89E-05,4.46E-05,4.17E-05,,,,
YIL160C,0.000551807,0.000507548,0.000444123,0.000442691,2.36E-05,2.74E-05,,,,
YIL162W,0.000702642,0.000813252,0.000519831,0.000668084,2.32E-05,2.50E-05,,,,
YIR008C,3.17E-05,2.86E-05,3.04E-05,3.17E-05,,,,,4.07E-05,3.03E-05
YJL042W,1.81E-05,1.84E-05,2.60E-05,2.76E-05,1.18E-05,1.39E-05,,,,
YJL154C,3.04E-05,2.63E-05,2.82E-05,2.57E-05,2.26E-05,2.03E-05,,,,
YJL155C,6.26E-05,6.54E-05,6.26E-05,5.49E-05,1.95E-05,1.99E-05,,,,
YJL158C,0.000872819,0.000907339,0.000793857,0.000807962,0.000667987,0.000686699,,,,
YJL166W,,,8.18E-05,7.72E-05,9.26E-05,0.000118797,4.83E-05,5.52E-05,,
YJL180C,,,2.13E-05,1.72E-05,3.28E-05,3.22E-05,2.68E-05,2.84E-05,,
YJL213W,,,,,3.65E-05,3.31E-05,2.54E-05,3.47E-05,1.62E-05,2.39E-05
YJR019C,0.00012552,9.30E-05,9.10E-05,9.24E-05,3.60E-05,4.62E-05,,,,
YJR032W,,,0.000266199,0.00058191,0.000699084,0.000393334,,,0.000423161,0.000226765
YJR041C,,,7.51E-06,1.11E-05,8.55E-06,1.16E-05,9.27E-06,1.15E-05,,
YJR060W,,,1.27E-05,1.19E-05,1.00E-05,9.27E-06,,,1.16E-05,9.19E-06
YJR063W,2.79E-05,2.96E-05,2.88E-05,3.38E-05,3.41E-05,3.60E-05,,,,
YJR085C,1.85E-05,2.48E-05,2.10E-05,1.53E-05,1.02E-05,1.60E-05,,,,
YJR095W,0.000501601,0.000421821,0.000384094,0.000370635,0.000134989,0.000120729,,,,
YJR101W,,,1.80E-05,2.06E-05,3.38E-05,3.72E-05,2.36E-05,2.43E-05,,
YJR111C,1.57E-05,1.87E-05,1.67E-05,1.56E-05,,,,,8.76E-06,9.27E-06
YJR135W-A,3.82E-05,4.60E-05,4.48E-05,5.41E-05,,,3.14E-05,2.89E-05,,
YKL047W,1.02E-05,9.03E-06,9.88E-06,1.68E-05,1.14E-05,9.34E-06,,,,
YKL079W,1.20E-05,1.26E-05,9.70E-06,1.39E-05,,,,,9.72E-06,6.77E-06
YKL100C,6.60E-05,5.84E-05,6.39E-05,5.68E-05,2.81E-05,2.92E-05,,,,
YKL113C,,,2.11E-05,2.06E-05,2.78E-05,2.08E-05,,,2.29E-05,2.15E-05
YKL130C,,,,,2.25E-05,2.61E-05,1.83E-05,1.86E-05,2.16E-05,2.14E-05
YKL141W,0.00016359,0.000152614,0.000109886,0.000148576,0.000157223,0.000167792,,,,
YKL143W,1.57E-05,1.85E-05,2.50E-05,1.91E-05,,,1.88E-05,1.68E-05,,
YKL151C,4.93E-05,4.75E-05,4.43E-05,4.94E-05,1.37E-05,1.06E-05,,,,
YKL179C,1.41E-05,1.71E-05,1.02E-05,1.89E-05,9.51E-06,8.09E-06,,,,
YKL192C,0.000193845,0.000218092,0.000228842,0.000224509,0.000219963,0.000170957,,,,
YKL205W,,,5.61E-06,4.68E-06,6.00E-06,8.32E-06,,,6.70E-06,5.51E-06
YKR009C,0.003427612,0.002771117,0.002778763,0.00287477,0.000106242,0.000107818,,,,
YKR026C,,,,,2.64E-05,2.37E-05,2.68E-05,2.75E-05,2.74E-05,2.91E-05
YKR038C,,,,,1.33E-05,1.27E-05,1.12E-05,1.17E-05,1.08E-05,1.03E-05
YKR049C,8.24E-05,7.56E-05,5.45E-05,6.78E-05,1.68E-05,1.63E-05,,,,
YKR067W,0.000269529,0.000257427,0.000264587,0.000251153,3.80E-05,6.49E-05,,,,
YKR074W,3.75E-05,3.52E-05,3.13E-05,3.42E-05,2.32E-05,2.57E-05,,,,
YKR076W,0.000301222,0.000270831,0.00030628,0.000306864,2.02E-05,2.29E-05,,,,
YKR084C,,,2.93E-05,2.90E-05,4.25E-05,3.78E-05,2.84E-05,3.54E-05,,
YLL023C,0.000251021,0.000240506,0.000196572,0.000278941,0.000158205,0.000185789,,,,
YLL028W,,,,,1.14E-05,1.21E-05,2.17E-05,2.12E-05,2.69E-05,2.62E-05
YLR003C,2.71E-05,2.94E-05,2.62E-05,2.79E-05,2.12E-05,1.75E-05,,,,
YLR033W,,,,,1.52E-05,1.58E-05,1.62E-05,1.55E-05,1.52E-05,1.35E-05
YLR066W,3.15E-05,2.63E-05,,,3.03E-05,3.06E-05,,,2.61E-05,2.58E-05
YLR088W,,,1.57E-05,1.87E-05,,,1.55E-05,1.35E-05,1.43E-05,1.54E-05
YLR114C,7.66E-06,7.64E-06,6.97E-06,7.43E-06,,,7.83E-06,7.10E-06,,
YLR143W,,,1.04E-05,1.09E-05,1.35E-05,1.42E-05,,,1.08E-05,1.11E-05
YLR178C,0.000413956,0.000418439,0.000411262,0.000391636,4.96E-05,3.76E-05,,,,
YLR225C,4.22E-05,3.22E-05,3.39E-05,3.48E-05,4.27E-05,3.68E-05,,,,
YLR274W,,,,,1.82E-05,1.47E-05,1.24E-05,1.37E-05,1.49E-05,1.26E-05
YLR312W-A,,,1.92E-05,1.61E-05,3.84E-05,4.52E-05,2.29E-05,1.38E-05,,
YLR357W,,,,,1.69E-05,1.56E-05,1.29E-05,1.56E-05,1.93E-05,1.49E-05
YLR364W,6.45E-05,8.78E-05,8.79E-05,8.49E-05,4.91E-05,4.67E-05,,,,
YLR430W,,,,,1.21E-05,9.55E-06,3.52E-06,5.19E-06,3.98E-06,3.67E-06
YLR439W,,,1.26E-05,1.24E-05,2.52E-05,2.56E-05,1.44E-05,1.70E-05,,
YML004C,0.000135494,0.000128886,0.000152352,0.000120675,3.17E-05,2.84E-05,,,,
YML034W,2.03E-05,1.57E-05,1.62E-05,1.45E-05,1.25E-05,1.15E-05,,,,
YML042W,0.001087395,0.000898875,0.000984134,0.001034475,4.36E-05,4.51E-05,,,,
YML055W,4.42E-05,4.08E-05,3.83E-05,4.31E-05,5.49E-05,5.17E-05,,,,
YML127W,,,9.99E-06,1.52E-05,1.93E-05,2.22E-05,,,1.80E-05,2.00E-05
YML128C,0.001518148,0.001238855,0.001172804,0.00113836,0.000109045,8.95E-05,,,,
YMR009W,5.45E-05,5.39E-05,9.15E-05,6.27E-05,1.98E-05,2.48E-05,,,,
YMR047C,2.55E-05,1.88E-05,2.72E-05,2.31E-05,1.04E-05,1.09E-05,,,,
YMR074C,,,2.35E-05,1.98E-05,2.14E-05,2.11E-05,1.93E-05,2.73E-05,,
YMR076C,,,1.04E-05,1.43E-05,1.90E-05,1.89E-05,1.40E-05,1.46E-05,,
YMR128W,6.02E-06,5.56E-06,1.21E-05,1.24E-05,,,,,1.41E-05,1.37E-05
YMR130W,,,1.19E-05,1.37E-05,,,1.21E-05,1.42E-05,1.21E-05,1.27E-05
YMR139W,2.78E-05,3.10E-05,3.03E-05,3.51E-05,1.62E-05,1.61E-05,,,,
YMR158W,,,3.79E-05,3.52E-05,6.90E-05,6.85E-05,4.78E-05,4.96E-05,,
YMR196W,0.000352271,0.000327459,0.000316568,0.000292336,2.26E-05,1.13E-05,,,,
YMR238W,2.62E-05,1.84E-05,2.13E-05,1.55E-05,3.63E-05,1.80E-05,,,,
YMR247C,,,2.77E-06,3.82E-06,3.16E-05,7.27E-06,,,9.84E-06,8.95E-06
YMR264W,,,9.59E-06,7.51E-06,,,1.12E-05,1.06E-05,1.14E-05,8.90E-06
YMR272C,,,,,5.01E-05,4.27E-05,5.08E-05,4.29E-05,6.21E-05,6.51E-05
YMR278W,3.73E-05,3.86E-05,3.39E-05,3.57E-05,2.27E-05,2.27E-05,,,,
YMR295C,2.32E-05,2.35E-05,3.78E-05,4.44E-05,,,,,0.000112496,0.000136896
YMR310C,,,,,1.04E-05,1.02E-05,1.06E-05,1.09E-05,1.21E-05,1.11E-05
YNL006W,1.44E-05,1.49E-05,1.28E-05,1.58E-05,1.43E-05,1.54E-05,,,,
YNL015W,0.000703282,0.000818829,0.000908192,0.000737669,0.000247795,0.000246762,,,,
YNL026W,2.85E-05,2.03E-05,2.85E-05,2.77E-05,2.48E-05,2.48E-05,,,,
YNL048W,9.34E-06,7.65E-06,9.12E-06,8.02E-06,9.54E-06,9.35E-06,,,,
YNL062C,,,1.51E-05,1.44E-05,1.85E-05,1.70E-05,,,1.72E-05,2.00E-05
YNL099C,1.06E-05,1.15E-05,1.35E-05,1.13E-05,1.06E-05,1.23E-05,,,,
YNL100W,3.49E-05,3.52E-05,3.74E-05,3.99E-05,4.56E-05,4.52E-05,,,,
YNL110C,1.31E-05,1.20E-05,1.45E-05,1.32E-05,,,,,1.78E-05,1.67E-05
YNL117W,0.000229084,0.000290736,0.000344133,0.000264523,0.000118428,0.000115337,,,,
YNL118C,,,3.25E-05,3.13E-05,3.76E-05,3.98E-05,,,3.25E-05,3.18E-05
YNL141W,,,,,3.79E-05,4.22E-05,4.52E-05,6.74E-05,3.70E-05,4.11E-05
YNL162W,,,,,0.000876449,0.000690277,0.00105301,0.000770662,0.000983575,0.00103387
YNL166C,,,1.44E-05,1.46E-05,2.08E-05,2.16E-05,,,2.08E-05,2.34E-05
YNL168C,2.40E-05,3.07E-05,2.68E-05,2.54E-05,2.70E-05,2.79E-05,,,,
YNL169C,,,,,2.80E-05,2.97E-05,2.50E-05,2.33E-05,2.03E-05,1.87E-05
YNL192W,,,,,2.32E-05,2.58E-05,1.17E-05,1.24E-05,9.02E-06,9.25E-06
YNL202W,0.000256522,0.000220132,0.000177374,0.000171278,1.10E-05,1.79E-05,,,,
YNL208W,0.00012196,0.000141269,0.000158381,0.000123549,8.06E-05,0.000109617,,,,
YNL246W,1.57E-05,1.18E-05,1.58E-05,1.24E-05,,,,,9.66E-06,1.04E-05
YNL315C,,,,,4.97E-05,5.15E-05,3.53E-05,3.57E-05,1.82E-05,2.17E-05
YNL316C,7.91E-06,1.03E-05,,,,,8.49E-06,8.65E-06,8.43E-06,8.94E-06
YNL330C,2.41E-05,1.84E-05,2.55E-05,2.40E-05,2.82E-05,2.68E-05,,,,
YNR022C,2.07E-05,2.17E-05,2.86E-05,2.53E-05,3.47E-05,4.06E-05,,,,
YNR033W,1.21E-05,1.36E-05,1.06E-05,1.45E-05,1.31E-05,1.68E-05,,,,
YNR040W,,,,,2.65E-05,1.96E-05,1.22E-05,1.23E-05,8.15E-06,9.20E-06
YNR067C,2.51E-05,2.59E-05,3.33E-05,2.75E-05,,,9.62E-06,4.68E-06,,
YOL052C,1.18E-05,1.29E-05,1.10E-05,9.62E-06,1.14E-05,1.28E-05,,,,
YOL124C,1.40E-05,1.63E-05,1.84E-05,1.86E-05,,,,,1.87E-05,1.91E-05
YOL126C,0.00013231,9.10E-05,7.61E-05,7.30E-05,1.96E-05,2.17E-05,,,,
YOL129W,,,1.28E-05,1.32E-05,1.26E-05,1.43E-05,1.50E-05,1.27E-05,,
YOL142W,,,,,1.64E-05,1.80E-05,1.74E-05,1.87E-05,1.91E-05,1.57E-05
YOR004W,1.17E-05,1.36E-05,,,,,1.45E-05,1.57E-05,1.79E-05,1.82E-05
YOR035C,5.30E-05,5.16E-05,5.58E-05,5.60E-05,3.83E-05,2.83E-05,,,,
YOR056C,,,2.20E-06,6.00E-06,,,9.83E-06,9.19E-06,9.70E-06,9.98E-06
YOR101W,,,2.01E-05,2.06E-05,1.49E-05,1.26E-05,,,2.20E-05,2.19E-05
YOR157C,4.13E-05,3.33E-05,4.41E-05,3.35E-05,3.07E-05,2.88E-05,,,,
YOR164C,3.06E-05,1.91E-05,3.84E-05,2.47E-05,3.42E-05,2.71E-05,,,,
YOR201C,,,8.54E-06,8.28E-06,1.14E-05,1.22E-05,1.09E-05,1.06E-05,,
YOR217W,,,1.19E-05,1.31E-05,1.55E-05,1.33E-05,,,1.10E-05,1.32E-05
YOR220W,2.26E-05,2.30E-05,2.35E-05,2.59E-05,3.46E-05,3.63E-05,,,,
YOR273C,,,,,1.51E-05,1.16E-05,1.56E-05,1.50E-05,1.41E-05,1.14E-05
YOR280C,2.93E-05,3.15E-05,3.39E-05,2.92E-05,4.57E-05,4.09E-05,,,,
YOR283W,,,,,3.93E-05,3.23E-05,3.34E-05,3.62E-05,3.79E-05,3.23E-05
YOR352W,2.56E-05,2.20E-05,2.58E-05,2.28E-05,1.24E-05,1.23E-05,,,,
YPL013C,,,3.18E-05,3.32E-05,,,3.67E-05,4.27E-05,2.66E-05,2.41E-05
YPL059W,7.85E-05,8.12E-05,8.72E-05,9.92E-05,3.60E-05,4.25E-05,,,,
YPL084W,4.63E-05,3.37E-05,4.46E-05,5.48E-05,3.02E-05,2.68E-05,,,,
YPL097W,1.55E-05,1.48E-05,2.30E-05,1.97E-05,2.87E-05,2.58E-05,,,,
YPL101W,,,9.34E-06,7.88E-06,9.66E-06,1.09E-05,,,1.03E-05,8.07E-06
YPL104W,9.35E-06,1.01E-05,9.62E-06,8.68E-06,1.78E-05,1.55E-05,,,,
YPL110C,3.73E-05,3.90E-05,4.42E-05,4.04E-05,3.43E-05,2.88E-05,,,,
YPL112C,,,,,0.000338294,0.000356386,0.000332936,0.000344253,0.00033598,0.000323432
YPL134C,7.84E-05,8.43E-05,8.62E-05,8.37E-05,9.23E-05,8.15E-05,,,,
YPL135W,3.41E-05,3.56E-05,4.46E-05,3.78E-05,2.52E-05,2.36E-05,,,,
YPL170W,5.11E-05,4.50E-05,3.70E-05,4.33E-05,7.47E-06,1.19E-05,,,,
YPL178W,3.49E-05,2.57E-05,3.69E-05,3.39E-05,2.81E-05,2.54E-05,,,,
YPL207W,1.47E-05,1.37E-05,,,3.12E-05,3.50E-05,,,2.73E-05,2.51E-05
YPL270W,3.56E-05,3.34E-05,3.07E-05,3.06E-05,2.81E-05,2.75E-05,,,,
YPR023C,,,1.22E-05,9.93E-06,1.57E-05,1.35E-05,,,7.77E-06,1.13E-05
YPR029C,2.12E-05,2.06E-05,2.37E-05,2.00E-05,2.35E-05,2.78E-05,,,,
YPR034W,,,2.12E-05,1.58E-05,2.10E-05,1.91E-05,1.64E-05,2.77E-05,,
YPR051W,,,,,1.17E-05,1.19E-05,1.25E-05,1.33E-05,1.27E-05,1.24E-05
YPR113W,,,,,2.32E-05,1.80E-05,2.77E-05,2.49E-05,3.07E-05,4.51E-05
YPR139C,6.34E-06,5.84E-06,6.17E-06,6.09E-06,,,,,9.58E-06,1.04E-05
YPR154W,3.40E-05,3.57E-05,3.53E-05,3.68E-05,2.74E-05,3.07E-05,,,,
YPR184W,0.00023028,0.000219217,0.000212755,0.000217736,4.53E-05,3.21E-05,,,,
YAL026C,,,1.09E-05,1.02E-05,1.34E-05,1.32E-05,,,,
YAL029C,,,,,1.37E-05,1.04E-05,,,1.21E-05,1.17E-05
YAL041W,,,4.89E-06,7.09E-06,7.90E-06,1.40E-05,,,,
YAL059W,,,,,,,1.98E-05,1.79E-05,2.22E-05,2.44E-05
YBL035C,,,,,0,1.82E-05,1.32E-05,0,,
YBL038W,,,7.35E-06,7.21E-06,1.05E-05,1.19E-05,,,,
YBL051C,1.44E-05,1.53E-05,,,,,,,1.30E-05,1.53E-05
YBR053C,0.000134794,0.000132806,0.000116628,0.000117599,,,,,,
YBR102C,,,,,1.01E-05,1.42E-05,,,8.49E-06,7.76E-06
YBR137W,,,3.48E-05,3.36E-05,2.99E-05,3.05E-05,,,,
YBR139W,1.56E-05,1.45E-05,1.82E-05,1.51E-05,,,,,,
YBR155W,1.74E-05,1.65E-05,1.39E-05,1.20E-05,,,,,,
YBR185C,,,1.51E-05,7.08E-06,1.28E-05,1.69E-05,,,,
YBR208C,3.16E-05,3.29E-05,2.99E-05,4.11E-05,,,,,,
YBR269C,3.53E-05,4.64E-05,5.00E-05,5.91E-05,,,,,,
YBR280C,1.12E-05,8.20E-06,1.61E-05,1.27E-05,,,,,,
YBR282W,,,1.12E-05,1.31E-05,2.19E-05,2.11E-05,,,,
YBR287W,,,,,2.16E-05,2.35E-05,,,1.70E-05,1.59E-05
YBR294W,,,0.000101528,8.62E-05,6.78E-05,0.000103172,,,,
YCL059C,,,2.01E-05,2.04E-05,1.92E-05,1.98E-05,,,,
YCR010C,0.001069947,0.000848046,0.000764729,0.000911875,,,,,,
YCR060W,1.12E-05,9.35E-06,1.17E-05,1.01E-05,,,,,,
YCR083W,0.000121881,0.000119084,0.000103143,0.000107037,,,,,,
YCR086W,,,5.01E-06,4.45E-06,4.70E-06,4.52E-06,,,,
YCR090C,,,1.94E-05,2.02E-05,,,,,1.24E-05,1.20E-05
YDL021W,4.32E-05,5.53E-05,5.62E-05,5.22E-05,,,,,,
YDL044C,,,3.24E-05,2.57E-05,2.02E-05,1.71E-05,,,,
YDL045C,1.18E-05,1.39E-05,1.02E-05,1.15E-05,,,,,,
YDL046W,2.15E-05,1.95E-05,1.99E-05,1.99E-05,,,,,,
YDL065C,,,2.27E-05,1.74E-05,1.07E-05,1.08E-05,,,,
YDL074C,,,1.07E-05,2.02E-05,,,,,1.46E-05,2.01E-05
YDL085W,0.00011051,6.04E-05,5.42E-05,6.15E-05,,,,,,
YDL102W,,,,,7.86E-06,1.01E-05,9.00E-06,5.67E-06,,
YDL130W-A,6.45E-05,4.46E-05,7.23E-05,6.51E-05,,,,,,
YDL165W,8.03E-06,8.27E-06,8.32E-06,7.69E-06,,,,,,
YDL204W,0.000222137,0.000286557,0.000243336,0.000231208,,,,,,
YDL222C,0.000263237,0.000164675,0.000106162,0.000156862,,,,,,
YDL223C,0.000208232,0.00021483,0.000202362,0.000199604,,,,,,
YDR005C,6.69E-06,7.26E-06,6.93E-06,9.92E-06,,,,,,
YDR070C,0.00019959,0.000186026,0.000150248,0.000152939,,,,,,
YDR083W,,,1.54E-05,1.58E-05,1.44E-05,1.40E-05,,,,
YDR092W,,,8.75E-05,0.000101766,7.42E-05,6.63E-05,,,,
YDR097C,,,2.76E-05,3.25E-05,7.88E-05,4.11E-05,,,,
YDR117C,,,1.13E-05,1.15E-05,,,,,3.79E-06,7.82E-06
