,Trehalose_1,Trehalose_2,Trehalose_b1,Trehalose_b2,Galactose,Galactose_b,Maltose,Maltose_b,Glucose,Glucose_b
YDR182W,,,,,1.94E-05,1.94E-05,1.20E-05,1.70E-05,,
YDR237W,,,,,4.03E-05,3.46E-05,2.50E-05,2.17E-05,,
YDR256C,0.000563775,0.000484813,0.000287925,0.0005551,,,,,,
YDR262W,1.95E-05,1.36E-05,1.20E-05,1.51E-05,,,,,,
YDR267C,,,1.32E-05,1.17E-05,1.25E-05,1.34E-05,,,,
YDR303C,,,1.11E-05,1.30E-05,1.70E-05,1.11E-05,,,,
YDR316W,,,9.06E-06,9.33E-06,1.05E-05,1.10E-05,,,,
YDR337W,,,,,3.21E-05,2.80E-05,,,0,0
YDR349C,5.79E-06,5.76E-06,7.61E-06,5.89E-06,,,,,,
YDR365C,,,,,,,3.37E-05,2.90E-05,4.73E-05,4.72E-05
YDR384C,0.00052802,0.00043684,0.00033974,0.000352959,,,,,,
YDR405W,,,,,4.78E-05,5.41E-05,3.51E-05,3.72E-05,,
YDR434W,,,2.03E-05,1.74E-05,2.07E-05,1.78E-05,,,,
YDR453C,1.77E-05,1.65E-05,1.85E-05,1.05E-05,,,,,,
YDR469W,5.75E-06,7.91E-06,8.94E-06,9.23E-06,,,,,,
YDR472W,3.91E-06,3.94E-06,4.67E-06,3.42E-06,,,,,,
YDR476C,,,1.81E-05,2.36E-05,2.57E-05,2.21E-05,,,,
YDR505C,1.00E-05,8.78E-06,1.55E-05,1.92E-05,,,,,,
YER014W,1.08E-05,9.96E-06,1.21E-05,9.15E-06,,,,,,
YER029C,,,,,2.10E-05,2.02E-05,1.79E-05,2.33E-05,,
YER048W-A,,,2.21E-05,2.40E-05,3.03E-05,3.16E-05,,,,
YER067W,7.29E-05,0.000115237,0.000141912,0.000103312,,,,,,
YER079W,8.78E-06,8.68E-06,1.12E-05,8.42E-06,,,,,,
YER087W,,,1.20E-05,9.95E-06,1.84E-05,1.53E-05,,,,
YER095W,,,,,,,1.64E-05,1.87E-05,1.74E-05,1.74E-05
YER142C,2.07E-05,1.47E-05,1.55E-05,1.40E-05,,,,,,
YER152C,,,7.38E-06,1.06E-05,1.57E-05,1.27E-05,,,,
YER164W,,,,,8.95E-06,8.62E-06,,,1.30E-05,1.58E-05
YER168C,,,,,4.30E-05,4.78E-05,,,3.28E-05,2.77E-05
YER172C,2.24E-05,2.75E-05,2.24E-05,2.32E-05,,,,,,
YER175C,5.80E-05,2.44E-05,4.88E-05,5.57E-05,,,,,,
YFL017C,1.51E-05,1.26E-05,1.16E-05,1.43E-05,,,,,,
YFR007W,,,9.09E-06,1.22E-05,8.49E-06,1.09E-05,,,,
YFR014C,2.83E-05,2.39E-05,2.04E-05,2.56E-05,,,,,,
YFR040W,2.04E-05,1.37E-05,1.99E-05,2.12E-05,,,,,,
YGL050W,,,,,1.35E-05,1.26E-05,,,1.13E-05,1.49E-05
YGL060W,,,7.22E-06,6.23E-06,9.35E-06,8.67E-06,,,,
YGL080W,2.01E-05,2.48E-05,1.73E-05,1.96E-05,,,,,,
YGL095C,1.56E-05,1.83E-05,1.36E-05,1.47E-05,,,,,,
YGL101W,,,1.13E-05,1.18E-05,1.58E-05,1.41E-05,,,,
YGL151W,,,1.07E-05,1.12E-05,,,,,8.83E-06,7.99E-06
YGL169W,,,1.16E-05,9.98E-06,7.27E-06,1.01E-05,,,,
YGL185C,7.93E-06,8.48E-06,7.14E-06,8.60E-06,,,,,,
YGL213C,,,,,1.35E-05,1.65E-05,,,1.64E-05,1.51E-05
YGL231C,,,2.01E-05,1.90E-05,2.10E-05,2.10E-05,,,,
YGL236C,,,,,0.000146351,0.000115192,0.000104136,7.32E-05,,
YGL250W,1.02E-05,9.66E-06,9.54E-06,1.07E-05,,,,,,
YGR005C,,,1.10E-05,1.21E-05,,,1.14E-05,1.27E-05,,
YGR065C,,,,,1.30E-05,1.32E-05,,,1.52E-05,1.38E-05
YGR078C,9.93E-06,9.91E-06,,,,,,,1.23E-05,1.14E-05
YGR100W,1.09E-05,1.16E-05,1.55E-05,1.17E-05,,,,,,
YGR111W,,,7.08E-06,7.22E-06,,,,,6.55E-06,5.79E-06
YGR127W,3.83E-05,3.06E-05,2.82E-05,2.77E-05,,,,,,
YGR169C-A,,,4.45E-05,4.44E-05,,,3.53E-05,3.95E-05,,
YGR201C,2.06E-05,1.94E-05,1.56E-05,1.59E-05,,,,,,
YGR220C,,,1.66E-05,1.49E-05,3.40E-05,3.78E-05,,,,
YGR235C,,,5.50E-05,5.48E-05,6.24E-05,6.61E-05,,,,
YGR248W,0.000156335,0.000151254,0.000130809,0.000137528,,,,,,
YGR287C,,,4.62E-06,1.53E-05,,,0.010006294,0.006620069,,
YHL003C,,,,,1.57E-05,2.73E-05,1.60E-05,1.74E-05,,
YHL013C,,,1.40E-05,1.43E-05,1.14E-05,1.25E-05,,,,
YHL014C,,,,,1.14E-05,1.13E-05,8.79E-06,8.39E-06,,
YHR034C,,,1.12E-05,1.26E-05,8.64E-06,1.13E-05,,,,
YHR070W,,,1.74E-05,1.93E-05,2.57E-05,2.75E-05,,,,
YHR073W,,,1.02E-05,1.29E-05,1.10E-05,1.81E-05,,,,
YHR088W,,,1.27E-05,1.15E-05,,,1.64E-05,1.94E-05,,
YHR123W,,,,,,,1.23E-05,1.54E-05,1.17E-05,1.14E-05
YHR137W,4.18E-05,2.72E-05,3.80E-05,3.06E-05,,,,,,
YHR165C,8.64E-06,1.07E-05,1.76E-05,1.43E-05,,,,,,
YHR187W,,,1.34E-05,1.73E-05,1.76E-05,2.12E-05,,,,
YHR198C,,,1.48E-05,1.93E-05,1.28E-05,1.03E-05,,,,
YHR209W,1.43E-05,1.77E-05,1.97E-05,1.74E-05,,,,,,
YIL005W,2.57E-05,1.79E-05,1.30E-05,2.14E-05,,,,,,
YIL027C,1.93E-05,1.97E-05,1.77E-05,1.80E-05,,,,,,
YIL055C,2.78E-05,1.72E-05,1.95E-05,2.30E-05,,,,,,
YIL057C,7.11E-05,0.00013207,9.47E-05,0.000127573,,,,,,
YIL063C,1.83E-05,1.56E-05,2.27E-05,1.64E-05,,,,,,
YIL065C,4.27E-05,3.68E-05,,,3.49E-05,3.77E-05,,,,
YIL087C,2.62E-05,2.97E-05,2.52E-05,2.59E-05,,,,,,
YIL093C,,,,,3.25E-05,2.89E-05,2.22E-05,2.16E-05,,
YIL107C,4.57E-05,4.71E-05,4.94E-05,4.77E-05,,,,,,
YIR001C,1.31E-05,1.43E-05,,,1.57E-05,1.48E-05,,,,
YIR029W,1.56E-05,2.16E-05,2.38E-05,2.70E-05,,,,,,
YJL029C,,,1.18E-05,1.19E-05,1.26E-05,1.21E-05,,,,
YJL036W,2.60E-05,1.43E-05,2.37E-05,2.18E-05,,,,,,
YJL053W,,,1.65E-05,1.83E-05,1.30E-05,1.27E-05,,,,
YJL062W-A,,,1.38E-05,1.40E-05,,,1.41E-05,1.29E-05,,
YJL069C,,,1.34E-05,1.52E-05,1.50E-05,1.74E-05,,,,
YJL074C,1.48E-05,6.34E-06,1.30E-05,1.26E-05,,,,,,
YJL097W,2.29E-05,2.25E-05,2.09E-05,2.25E-05,,,,,,
YJL104W,,,,,,,3.42E-05,2.36E-05,2.17E-05,2.05E-05
YJL122W,,,,,,,3.27E-05,3.82E-05,4.91E-05,3.94E-05
YJL137C,3.16E-05,3.16E-05,2.58E-05,2.70E-05,,,,,,
YJL146W,1.31E-05,1.36E-05,1.21E-05,1.20E-05,,,,,,
YJL179W,,,,,,,1.22E-05,1.06E-05,1.26E-05,1.44E-05
YJR005W,,,5.30E-06,5.82E-06,7.75E-06,7.44E-06,,,,
YJR008W,0.000118659,0.000108602,8.93E-05,8.49E-05,,,,,,
YJR033C,3.39E-05,2.94E-05,3.06E-05,3.09E-05,,,,,,
YJR073C,,,,,4.94E-05,5.26E-05,3.58E-05,3.69E-05,,
YJR096W,0.000252424,0.000224857,0.000183555,0.000178859,,,,,,
YJR099W,4.39E-05,3.50E-05,3.03E-05,3.05E-05,,,,,,
YJR130C,2.01E-05,1.77E-05,1.81E-05,1.97E-05,,,,,,
YJR131W,,,1.87E-05,1.52E-05,1.68E-05,1.44E-05,,,,
YJR142W,,,2.11E-05,2.09E-05,2.84E-05,2.54E-05,,,,
YKL018W,,,1.64E-05,1.59E-05,1.66E-05,1.95E-05,,,,
YKL025C,,,,,9.53E-06,7.86E-06,8.62E-06,8.12E-06,,
YKL039W,2.19E-05,1.72E-05,1.77E-05,1.94E-05,,,,,,
YKL046C,,,,,1.83E-05,1.55E-05,,,1.42E-05,1.56E-05
YKL106W,,,7.64E-06,7.03E-06,,,,,8.27E-06,9.22E-06
YKL107W,0.000449851,0.00041955,0.000251076,0.000348525,,,,,,
YKL140W,4.29E-05,4.00E-05,3.60E-05,4.15E-05,,,,,,
YKL155C,,,,,1.90E-05,1.83E-05,1.23E-05,1.35E-05,,
YKL165C,,,,,4.96E-05,5.07E-05,,,2.42E-05,2.39E-05
YKL170W,,,,,1.40E-05,1.30E-05,1.21E-05,1.23E-05,,
YKL187C,0.00026612,0.000189125,0.00015697,0.00016089,,,,,,
YKL206C,,,1.52E-05,2.01E-05,,,1.00E-05,1.06E-05,,
YKL217W,0.000269204,0.000271369,0.000189964,0.000180773,,,,,,
YKR003W,,,,,1.53E-05,1.61E-05,,,6.72E-06,7.48E-06
YKR039W,6.15E-05,5.70E-05,4.00E-05,3.97E-05,,,,,,
YKR042W,1.35E-05,1.28E-05,1.49E-05,9.79E-06,,,,,,
YKR058W,1.96E-05,1.64E-05,1.59E-05,1.61E-05,,,,,,
YKR065C,,,2.00E-05,2.18E-05,,,,,1.69E-05,1.80E-05
YKR085C,,,,,1.68E-05,2.09E-05,1.54E-05,1.14E-05,,
YKR097W,3.56E-05,4.25E-05,3.51E-05,2.57E-05,,,,,,
YLL010C,,,1.02E-05,1.10E-05,1.18E-05,1.27E-05,,,,
YLL013C,,,1.73E-05,1.58E-05,3.83E-05,3.71E-05,,,,
YLR008C,,,1.97E-05,2.08E-05,3.24E-05,3.25E-05,,,,
YLR022C,,,,,,,1.79E-05,1.56E-05,1.98E-05,2.69E-05
YLR074C,,,,,,,1.98E-05,2.00E-05,2.04E-05,2.56E-05
YLR077W,,,1.51E-05,1.90E-05,1.23E-05,1.30E-05,,,,
YLR080W,1.94E-05,1.63E-05,1.62E-05,1.41E-05,,,,,,
YLR144C,,,8.76E-06,1.05E-05,1.12E-05,8.30E-06,,,,
YLR147C,,,2.47E-05,2.32E-05,2.05E-05,1.90E-05,,,,
YLR181C,2.35E-05,1.46E-05,2.26E-05,1.85E-05,,,,,,
YLR205C,,,,,2.27E-05,2.32E-05,1.46E-05,1.49E-05,,
YLR206W,,,1.40E-05,1.26E-05,1.21E-05,6.27E-06,,,,
YLR219W,4.19E-05,4.31E-05,3.67E-05,2.97E-05,,,,,,
YLR253W,,,4.66E-06,5.04E-06,9.32E-06,1.22E-05,,,,
YLR292C,1.23E-05,1.08E-05,,,,,,,1.83E-05,1.42E-05
YLR299W,2.44E-05,2.42E-05,2.57E-05,2.48E-05,,,,,,
YLR319C,6.44E-06,1.07E-05,6.84E-06,8.09E-06,,,,,,
YLR327C,1.54E-05,2.85E-05,4.59E-05,4.25E-05,,,,,,
YLR337C,1.20E-05,1.27E-05,1.21E-05,1.33E-05,,,,,,
YLR345W,3.28E-05,3.12E-05,3.22E-05,3.82E-05,,,,,,
YLR348C,2.26E-05,2.04E-05,1.48E-05,1.66E-05,,,,,,
YLR350W,,,9.90E-06,1.01E-05,1.41E-05,1.27E-05,,,,
YLR387C,,,1.14E-05,1.07E-05,1.59E-05,1.91E-05,,,,
YLR399C,,,8.27E-06,7.52E-06,,,,,9.47E-06,7.52E-06
YLR414C,,,,,8.09E-05,7.05E-05,,,1.94E-05,1.65E-05
YLR418C,1.69E-05,1.43E-05,,,1.82E-05,1.63E-05,,,,
YLR435W,,,,,1.67E-05,1.36E-05,1.68E-05,1.68E-05,,
YML030W,3.39E-05,3.91E-05,3.82E-05,3.95E-05,,,,,,
YML031W,,,8.29E-06,7.70E-06,1.11E-05,1.10E-05,,,,
YML094W,,,,,2.35E-05,2.30E-05,,,2.21E-05,2.08E-05
YMR006C,4.13E-05,3.92E-05,2.79E-05,3.40E-05,,,,,,
YMR008C,1.46E-05,1.52E-05,1.31E-05,1.28E-05,,,,,,
YMR028W,1.06E-05,9.77E-06,9.68E-06,1.34E-05,,,,,,
YMR041C,4.25E-05,4.78E-05,4.41E-05,4.17E-05,,,,,,
YMR090W,0.000108254,0.000206545,0.000145745,0.000234269,,,,,,
YMR095C,3.46E-05,2.68E-05,3.71E-05,3.07E-05,,,,,,
YMR107W,0.000122613,0.000140105,0.000135199,0.000156698,,,,,,
YMR135C,1.90E-05,2.02E-05,1.59E-05,2.28E-05,,,,,,
YMR147W,6.72E-05,4.81E-05,3.25E-05,3.86E-05,,,,,,
YMR149W,,,,,2.99E-05,3.06E-05,,,2.96E-05,3.50E-05
YMR153W,2.02E-05,2.14E-05,1.92E-05,2.23E-05,,,,,,
YMR157C,,,2.19E-05,2.37E-05,4.03E-05,5.12E-05,,,,
YMR174C,0.000187722,0.00015959,0.000128839,0.000141512,,,,,,
YMR212C,,,,,8.01E-06,1.15E-05,,,1.18E-05,1.18E-05
YMR214W,,,1.02E-05,9.26E-06,1.96E-05,1.69E-05,,,,
YMR250W,8.40E-05,7.68E-05,6.40E-05,6.39E-05,,,,,,
YMR275C,,,5.06E-06,6.81E-06,5.61E-06,5.21E-06,,,,
YMR286W,,,6.62E-05,6.31E-05,9.42E-05,0.000108137,,,,
YNL102W,,,,,2.18E-05,1.26E-05,9.70E-06,1.39E-05,,
YNL139C,,,8.45E-06,1.05E-05,1.20E-05,1.45E-05,,,,
YNL160W,0.000851976,0.000673753,0.000338999,0.000558493,,,,,,
YNL161W,,,,,1.23E-05,1.17E-05,,,9.29E-06,1.05E-05
YNL194C,4.16E-05,2.60E-05,3.26E-05,3.13E-05,,,,,,
YNL200C,0.00013362,0.000109083,0.000100706,8.46E-05,,,,,,
YNL240C,1.09E-05,1.27E-05,1.12E-05,1.21E-05,,,,,,
YNL288W,1.39E-05,1.21E-05,1.17E-05,1.14E-05,,,,,,
YNR002C,5.27E-05,5.17E-05,6.71E-05,5.74E-05,,,,,,
YNR003C,,,,,1.09E-05,9.86E-06,,,1.16E-05,1.32E-05
YNR006W,,,2.29E-05,1.68E-05,1.35E-05,9.54E-06,,,,
YNR034W-A,0.000125155,0.000130589,0.000151726,0.000114525,,,,,,
YOL016C,,,,,4.97E-05,6.89E-05,,,2.32E-05,1.63E-05
YOL023W,,,,,8.34E-06,7.03E-06,7.10E-06,5.63E-06,,
YOL032W,5.76E-05,5.79E-05,6.24E-05,5.38E-05,,,,,,
YOL055C,1.49E-05,1.69E-05,2.55E-05,1.68E-05,,,,,,
YOL060C,1.62E-05,1.65E-05,,,1.44E-05,1.25E-05,,,,
YOL071W,3.38E-05,3.20E-05,3.69E-05,3.38E-05,,,,,,
YOL076W,,,,,,,2.29E-05,2.56E-05,3.23E-05,7.39E-05
YOL084W,3.93E-05,2.19E-05,1.96E-05,2.21E-05,,,,,,
YOL087C,,,2.75E-06,9.08E-06,3.14E-06,3.84E-06,,,,
YOL088C,,,1.48E-05,1.61E-05,1.33E-05,1.30E-05,,,,
YOL090W,,,,,1.67E-05,1.88E-05,1.29E-05,1.44E-05,,
YOR006C,,,,,,,7.55E-06,6.87E-06,8.38E-06,8.43E-06
YOR016C,,,2.72E-05,2.01E-05,1.14E-05,1.53E-05,,,,
YOR020W-A,3.81E-05,2.77E-05,2.57E-05,2.73E-05,,,,,,
YOR039W,2.58E-05,2.39E-05,2.80E-05,2.61E-05,,,,,,
YOR078W,,,1.04E-05,9.35E-06,8.15E-06,8.64E-06,,,,
YOR098C,,,4.60E-06,4.82E-06,,,5.67E-06,4.73E-06,,
YOR100C,1.75E-05,2.59E-05,2.70E-05,1.89E-05,,,,,,
YOR111W,1.05E-05,8.66E-06,8.30E-06,1.04E-05,,,,,,
YOR138C,,,2.06E-05,1.51E-05,9.32E-06,1.37E-05,,,,
YOR141C,,,1.23E-05,1.23E-05,1.18E-05,1.01E-05,,,,
YOR161C,2.66E-05,2.01E-05,1.59E-05,1.85E-05,,,,,,
YOR173W,0.000443695,0.000378815,0.000344414,0.00034318,,,,,,
YOR180C,2.75E-05,2.63E-05,2.46E-05,3.09E-05,,,,,,
YOR227W,8.82E-06,1.29E-05,1.66E-05,1.14E-05,,,,,,
YOR278W,1.16E-05,1.08E-05,1.02E-05,1.06E-05,,,,,,
YOR289W,7.29E-05,5.92E-05,7.10E-05,5.83E-05,,,,,,
YOR294W,,,1.43E-05,1.60E-05,,,,,3.49E-05,3.10E-05
YOR320C,,,7.99E-06,7.55E-06,8.11E-06,1.02E-05,,,,
YOR336W,,,,,1.03E-05,1.24E-05,,,4.49E-06,5.55E-06
YOR370C,,,9.68E-06,1.04E-05,,,,,1.18E-05,1.45E-05
YOR388C,0.001822515,0.001449036,0.001152488,0.001098141,,,,,,
YPL006W,1.92E-05,1.91E-05,2.51E-05,1.82E-05,,,,,,
YPL019C,,,,,1.64E-05,1.66E-05,7.31E-06,6.99E-06,,
YPL049C,,,,,5.48E-06,6.64E-06,,,6.28E-06,7.02E-06
YPL082C,,,,,,,1.18E-05,6.04E-06,1.05E-05,2.18E-05
YPL088W,1.61E-05,2.27E-05,1.54E-05,1.70E-05,,,,,,
YPL094C,,,2.45E-05,2.75E-05,4.89E-05,3.81E-05,,,,
YPL113C,2.77E-05,2.17E-05,2.06E-05,1.98E-05,,,,,,
YPL123C,8.86E-05,6.72E-05,6.35E-05,5.85E-05,,,,,,
YPL147W,2.55E-05,2.02E-05,2.24E-05,2.13E-05,,,,,,
YPL171C,9.17E-05,0.000124745,0.000131108,0.000136361,,,,,,
YPL186C,0.000106878,8.38E-05,7.67E-05,7.80E-05,,,,,,
YPL188W,3.43E-05,3.58E-05,3.94E-05,2.84E-05,,,,,,
YPL199C,,,,,9.71E-06,1.17E-05,,,1.26E-05,1.36E-05
YPL203W,4.99E-05,4.93E-05,5.49E-05,3.56E-05,,,,,,
YPL222W,6.14E-05,4.57E-05,3.58E-05,3.53E-05,,,,,,
YPL259C,,,1.35E-05,1.55E-05,1.73E-05,1.54E-05,,,,
YPL263C,,,,,1.43E-05,1.67E-05,,,1.55E-05,1.44E-05
YPL274W,,,,,2.28E-05,1.96E-05,1.62E-05,1.88E-05,,
YPR001W,0.000216195,0.000121858,0.000265854,0.00029688,,,,,,
YPR006C,0.00037016,0.000294247,0.00030016,0.000305784,,,,,,
YPR026W,1.43E-05,1.37E-05,1.13E-05,1.20E-05,,,,,,
YPR089W,,,,,8.37E-06,9.38E-06,7.30E-06,7.53E-06,,
YPR091C,,,1.15E-05,1.29E-05,1.43E-05,1.27E-05,,,,
YPR127W,0.000140886,9.44E-05,8.31E-05,8.49E-05,,,,,,
YPR133W-A,,,,,,,5.45E-05,6.32E-05,4.63E-05,4.83E-05
YPR143W,1.66E-05,1.99E-05,2.30E-05,2.04E-05,,,,,,
YPR144C,,,1.43E-05,1.56E-05,,,,,1.55E-05,1.71E-05
YAL017W,,,2.45E-06,2.22E-06,,,,,,
YAL039C,,,,,1.22E-05,1.23E-05,,,,
YBL020W,,,,,9.19E-06,9.85E-06,,,,
YBL055C,,,,,1.35E-05,1.12E-05,,,,
YBL069W,,,,,1.03E-05,1.73E-05,,,,
YBL080C,,,,,2.64E-06,6.91E-06,,,,
YBR001C,5.20E-06,4.87E-06,,,,,,,,
YBR002C,,,,,,,,,6.31E-06,5.26E-06
YBR018C,,,,,0.004151846,0.007264627,,,,
YBR019C,,,,,0.012604757,0.012958296,,,,
YBR020W,,,,,0.020357375,0.022764814,,,,
YBR024W,,,1.42E-05,1.31E-05,,,,,,
YBR036C,,,,,8.25E-06,9.33E-06,,,,
YBR037C,,,1.40E-05,1.31E-05,,,,,,
YBR068C,,,,,1.83E-06,2.45E-06,,,,
YBR095C,,,5.99E-06,6.03E-06,,,,,,
YBR122C,,,,,1.65E-05,1.83E-05,,,,
YBR151W,,,,,5.56E-06,1.17E-05,,,,
YBR171W,,,,,3.15E-05,3.25E-05,,,,
YBR176W,,,9.13E-06,9.82E-06,,,,,,
YBR179C,,,,,1.48E-05,2.05E-05,,,,
YBR199W,,,8.38E-06,1.04E-05,,,,,,
YBR233W,,,,,6.91E-06,6.19E-06,,,,
YBR241C,3.35E-05,3.14E-05,,,,,,,,
YBR251W,,,,,4.74E-05,3.94E-05,,,,
YBR261C,,,1.00E-05,1.15E-05,,,,,,
YBR262C,,,,,4.02E-05,4.06E-05,,,,
YBR288C,,,,,1.29E-05,1.19E-05,,,,
YBR298C,,,,,,,0.000648324,0.000524389,,
YCL001W,2.34E-05,2.31E-05,,,,,,,,
YCL039W,,,1.81E-05,3.02E-05,,,,,,
YCL052C,,,,,1.11E-05,9.87E-06,,,,
YCR016W,,,,,1.39E-05,5.44E-06,,,,
YCR024C,,,,,1.13E-05,1.20E-05,,,,
YCR072C,,,1.40E-05,1.60E-05,,,,,,
YDL006W,1.19E-05,1.38E-05,,,,,,,,
YDL027C,,,7.64E-06,7.14E-06,,,,,,
YDL119C,,,4.30E-06,4.68E-06,,,,,,
YDL121C,,,1.86E-05,1.81E-05,,,,,,
YDL128W,,,,,,,,,1.90E-05,2.01E-05
YDL148C,,,1.99E-05,1.62E-05,,,,,,
YDL164C,,,,,3.83E-06,6.70E-06,,,,
YDL167C,,,,,,,,,9.98E-06,1.11E-05
YDL173W,,,1.31E-05,1.21E-05,,,,,,
YDL218W,5.27E-05,3.26E-05,,,,,,,,
YDL235C,3.28E-05,3.51E-05,,,,,,,,
YDR009W,,,,,9.80E-05,5.00E-05,,,,
YDR040C,,,,,9.33E-06,1.03E-05,,,,
YDR057W,,,,,7.13E-06,7.16E-06,,,,
YDR059C,3.78E-05,3.53E-05,,,,,,,,
YDR084C,,,,,1.35E-05,1.13E-05,,,,
YDR093W,,,,,,,,,3.73E-06,3.20E-06
YDR107C,,,,,4.09E-06,4.47E-06,,,,
YDR115W,,,,,1.41E-05,1.34E-05,,,,
YDR186C,,,1.07E-05,8.62E-06,,,,,,
YDR216W,,,,,4.22E-05,3.01E-05,,,,
YDR229W,,,4.44E-06,5.02E-06,,,,,,
YDR251W,,,,,1.78E-05,1.65E-05,,,,
YDR266C,,,6.10E-06,5.12E-06,,,,,,
YDR287W,,,8.38E-06,7.24E-06,,,,,,
YDR329C,,,1.31E-05,9.96E-06,,,,,,
YDR331W,,,3.40E-05,3.45E-05,,,,,,
YDR375C,,,,,1.26E-05,1.42E-05,,,,
YDR411C,,,,,1.75E-05,1.88E-05,,,,
YDR462W,,,,,2.60E-05,2.10E-05,,,,
YDR484W,,,5.10E-06,5.64E-06,,,,,,
YDR486C,,,1.37E-05,1.15E-05,,,,,,
YDR493W,,,,,,,1.46E-05,1.44E-05,,
YDR518W,,,,,5.20E-06,5.91E-06,,,,
YDR530C,,,1.22E-05,1.52E-05,,,,,,
YDR531W,,,,,,,,,1.41E-05,1.24E-05
YEL017W,,,1.09E-05,9.20E-06,,,,,,
YEL063C,,,,,,,,,1.10E-05,9.02E-06
YER019W,,,,,9.45E-06,1.04E-05,,,,
YER072W,,,,,,,,,2.80E-05,2.87E-05
YER078C,,,,,9.84E-06,1.03E-05,,,,
YER101C,,,1.07E-05,1.00E-05,,,,,,
YER159C,,,,,2.12E-05,0.000115665,,,,
YFL002C,,,,,1.00E-05,1.49E-05,,,,
YFL029C,,,5.59E-06,5.22E-06,,,,,,
YFL042C,,,1.59E-05,1.40E-05,,,,,,
YGL013C,,,,,,,,,0.000310892,0.000710263
YGL038C,,,,,5.32E-06,8.59E-06,,,,
YGL044C,,,,,,,,,4.42E-06,5.30E-06
YGL064C,,,,,8.27E-06,7.82E-06,,,,
YGL084C,,,,,1.00E-05,1.05E-05,,,,
YGL086W,,,6.21E-05,5.86E-05,,,,,,
YGL143C,,,,,1.42E-05,1.47E-05,,,,
YGL145W,,,1.29E-05,1.47E-05,,,,,,
YGL150C,,,7.10E-06,7.20E-06,,,,,,
YGL157W,,,,,,,,,1.15E-05,2.32E-05
YGL164C,,,7.50E-06,7.05E-06,,,,,,
YGL172W,,,,,,,,,1.19E-05,1.23E-05
YGL197W,,,3.59E-06,4.67E-06,,,,,,
YGL208W,,,8.80E-06,6.10E-06,,,,,,
YGL241W,,,8.37E-06,1.06E-05,,,,,,
YGR008C,,,1.51E-05,1.60E-05,,,,,,
YGR009C,,,5.86E-06,6.77E-06,,,,,,
YGR030C,,,5.73E-06,5.59E-06,,,,,,
YGR074W,,,6.48E-06,7.33E-06,,,,,,
YGR076C,,,,,2.88E-05,2.85E-05,,,,
YGR097W,,,,,3.30E-06,5.79E-06,,,,
YGR106C,,,,,,,,,1.19E-05,1.15E-05
YGR121C,,,1.29E-05,1.30E-05,,,,,,
YGR152C,,,,,2.82E-05,2.79E-05,,,,
YGR174C,,,2.57E-05,2.61E-05,,,,,,
YGR198W,,,,,5.90E-06,6.19E-06,,,,
YGR202C,,,,,,,,,2.46E-05,1.95E-05
YGR241C,,,6.32E-06,7.59E-06,,,,,,
YGR243W,,,9.27E-06,7.55E-06,,,,,,
YGR271W,,,,,6.15E-06,6.90E-06,,,,
YGR286C,,,,,,,2.50E-05,2.22E-05,,
YGR289C,,,,,,,0.000539538,0.000493158,,
YHL038C,,,,,1.01E-05,1.49E-05,,,,
YHR011W,,,1.57E-05,1.08E-05,,,,,,
YHR017W,,,0.000237904,0.000149784,,,,,,
YHR077C,,,6.09E-06,5.12E-06,,,,,,
YHR083W,,,,,1.11E-05,1.13E-05,,,,
YHR133C,,,,,9.41E-06,1.01E-05,,,,
YHR210C,,,,,,,0.000587237,0.00068066,,
YIL004C,,,1.56E-05,1.58E-05,,,,,,
YIL026C,,,,,1.05E-05,6.27E-06,,,,
YIL064W,,,,,1.24E-05,1.25E-05,,,,
YIL068C,,,4.01E-06,3.66E-06,,,,,,
YIL106W,,,5.66E-06,5.16E-06,,,,,,
YIL145C,,,,,,,,,1.64E-05,1.61E-05
YIL149C,,,,,5.18E-06,5.82E-06,,,,
YIL153W,,,7.36E-06,8.19E-06,,,,,,
YIL157C,,,,,2.27E-05,2.34E-05,,,,
YJL005W,,,1.09E-05,9.39E-06,,,,,,
YJL006C,,,,,,,,,6.22E-06,6.00E-06
YJL030W,,,,,8.63E-06,1.01E-05,,,,
YJL031C,,,1.60E-05,1.78E-05,,,,,,
YJL102W,,,,,1.64E-05,1.45E-05,,,,
YJL112W,,,,,2.30E-05,2.82E-05,,,,
YJL134W,,,1.50E-05,1.03E-05,,,,,,
YJL164C,1.09E-05,1.04E-05,,,,,,,,
YJL216C,,,,,,,2.30E-05,2.90E-05,,
YJR003C,,,6.67E-06,7.14E-06,,,,,,
YJR034W,,,6.99E-06,6.25E-06,,,,,,
YJR075W,,,1.71E-05,1.58E-05,,,,,,
YJR078W,,,,,,,,,8.46E-06,8.33E-06
YJR122W,,,7.34E-06,7.96E-06,,,,,,
YJR134C,,,1.01E-05,1.06E-05,,,,,,
YKL003C,,,,,1.21E-05,1.18E-05,,,,
YKL010C,,,1.24E-05,1.29E-05,,,,,,
YKL019W,,,,,,,,,9.67E-06,8.01E-06
YKL026C,1.66E-05,1.87E-05,,,,,,,,
YKL028W,,,6.66E-06,7.25E-06,,,,,,
YKL033W-A,,,1.98E-05,1.56E-05,,,,,,
YKL063C,,,1.34E-05,1.27E-05,,,,,,
YKL122C,,,,,3.83E-05,3.71E-05,,,,
YKL167C,,,,,2.33E-05,2.41E-05,,,,
YKL188C,,,2.12E-05,1.82E-05,,,,,,
